,ZipCode,TotalHousingUnits,OccupiedHousingUnits,VacantHousingUnits,OwnerOccupied,RenterOccupied,OwnerOccupiedHouseholdSize,RenterOccupiedHouseholdSize,VehiclesAvailable,NoVehiclesAvailable,WithMortgage,WithoutMortgage
14181,43340,757,703,54,498,205,3.48,2.34,703,122,320,178
14182,43341,476,419,57,389,30,2.35,-,419,27,156,233
14183,43342,1421,1275,146,1081,194,2.67,3.01,1275,0,648,433
14184,43343,692,632,60,514,118,1.92,1.57,632,13,347,167
14185,43344,2562,2260,302,1871,389,2.59,2.74,2260,90,1409,462
14186,43345,373,356,17,333,23,2.79,1.78,356,29,239,94
14187,43346,15,15,0,0,15,-,4.67,15,0,0,0
14188,43347,493,474,19,405,69,2.81,3.51,474,20,214,191
14189,43348,1680,1001,679,598,403,2.04,1.98,1001,120,297,301
14190,43350,101,101,0,57,44,1.86,3.09,101,9,23,34
14191,43351,4760,4456,304,3152,1304,2.58,1.81,4456,394,1799,1353
14192,43356,466,429,37,329,100,2.50,1.82,429,62,229,100
14193,43357,1759,1672,87,1285,387,2.83,1.63,1672,61,889,396
14194,43358,1089,1006,83,800,206,2.65,1.98,1006,14,445,355
14195,43359,276,251,25,172,79,2.45,3.06,251,4,65,107
14196,43360,756,676,80,551,125,2.90,2.10,676,5,472,79
14197,43402,14746,14033,713,6012,8021,2.54,1.99,14033,872,3890,2122
14198,43403,6,6,0,0,6,-,-,6,0,0,0
14199,43406,737,698,39,574,124,2.46,2.40,698,16,306,268
14200,43407,281,207,74,194,13,2.58,4.31,207,0,80,114
14201,43408,124,104,20,94,10,3.56,4.10,104,4,68,26
14202,43410,4387,3931,456,3061,870,2.48,2.37,3931,75,1737,1324
14203,43412,1656,1528,128,1368,160,2.42,3.14,1528,14,870,498
14204,43413,400,384,16,326,58,2.40,3.43,384,0,216,110
14205,43414,93,93,0,93,0,1.95,-,93,0,0,93
14206,43416,1292,1242,50,991,251,2.40,2.17,1242,32,649,342
14207,43420,13790,12191,1599,8266,3925,2.48,2.20,12191,649,4839,3427
14208,43430,2042,1934,108,1619,315,2.65,1.80,1934,70,1025,594
14209,43431,1923,1762,161,1494,268,2.74,2.47,1762,16,1045,449
14210,43432,425,425,0,411,14,2.80,-,425,19,252,159
14211,43433,24,24,0,24,0,1.88,-,24,0,24,0
14212,43434,49,37,12,30,7,4.23,3.29,37,7,8,22
14213,43435,458,405,53,326,79,2.72,2.04,405,1,220,106
14214,43436,61,0,61,0,0,-,-,0,0,0,0
14215,43437,160,152,8,106,46,3.42,2.57,152,2,73,33
14216,43438,1008,149,859,140,9,1.94,2.00,149,1,46,94
14217,43439,44,44,0,44,0,1.25,-,44,0,44,0
14218,43440,6508,2262,4246,1917,345,1.88,1.66,2262,64,671,1246
14219,43442,378,356,22,296,60,2.50,2.37,356,22,160,136
14220,43443,769,699,70,566,133,2.69,2.53,699,10,406,160
14221,43445,462,462,0,425,37,2.33,1.54,462,0,339,86
14222,43446,440,43,397,41,2,1.78,2.50,43,0,14,27
14223,43447,1340,1193,147,974,219,2.75,2.45,1193,42,584,390
14224,43449,4301,3481,820,2637,844,2.35,2.19,3481,126,1577,1060
14225,43450,1664,1466,198,950,516,2.57,2.07,1466,67,497,453
14226,43451,505,458,47,316,142,2.92,1.85,458,0,167,149
14227,43452,10689,6676,4013,5188,1488,2.13,1.85,6676,298,2936,2252
14228,43456,1021,179,842,165,14,2.49,1.71,179,0,85,80
14229,43457,570,544,26,496,48,2.63,2.42,544,62,349,147
14230,43458,192,153,39,123,30,2.33,1.93,153,5,64,59
14231,43460,2674,2580,94,1843,737,2.62,1.90,2580,126,1355,488
14232,43462,448,418,30,382,36,2.41,2.53,418,42,229,153
14233,43463,204,204,0,95,109,2.09,2.47,204,0,57,38
14234,43464,955,860,95,623,237,2.51,1.57,860,12,290,333
14235,43465,2388,2292,96,1777,515,2.53,2.26,2292,108,979,798
14236,43466,911,851,60,699,152,2.69,3.78,851,10,511,188
14237,43467,59,45,14,32,13,2.41,1.92,45,1,18,14
14238,43468,215,215,0,202,13,2.88,1.85,215,0,140,62
14239,43469,1279,1170,109,907,263,2.49,1.80,1170,0,586,321
14240,43501,334,319,15,284,35,2.99,2.06,319,18,120,164
14241,43502,2774,2594,180,2121,473,2.71,1.91,2594,36,1185,936
14242,43504,422,393,29,345,48,2.74,2.17,393,3,186,159
14243,43505,30,30,0,18,12,3.78,1.67,30,0,9,9
14244,43506,6715,6431,284,4810,1621,2.34,2.00,6431,244,2465,2345
14245,43510,60,60,0,60,0,3.77,-,60,0,60,0
14246,43511,429,418,11,362,56,2.55,2.84,418,14,175,187
14247,43512,12899,11550,1349,8747,2803,2.48,2.27,11550,635,5031,3716
14248,43515,3239,2970,269,2500,470,2.56,2.60,2970,49,1646,854
14249,43516,1113,1036,77,804,232,2.56,2.62,1036,46,489,315
14250,43517,1678,1482,196,1181,301,2.46,2.52,1482,85,741,440
14251,43518,1186,1100,86,969,131,2.59,3.23,1100,15,579,390
14252,43519,166,124,42,94,30,2.88,1.90,124,0,94,0
14253,43520,32,11,21,11,0,2.09,-,11,0,0,11
14254,43521,1274,1175,99,819,356,2.65,2.12,1175,80,466,353
14255,43522,1445,1391,54,1138,253,2.34,3.10,1391,33,742,396
14256,43523,28,28,0,28,0,1.68,-,28,0,21,7
14257,43524,475,437,38,357,80,2.46,3.08,437,2,181,176
14258,43525,444,412,32,373,39,2.78,1.77,412,16,279,94
14259,43526,2072,2035,37,1635,400,2.73,2.24,2035,133,1082,553
14260,43527,985,930,55,821,109,2.44,2.64,930,42,448,373
14261,43528,6999,6602,397,4849,1753,2.67,1.93,6602,349,3524,1325
14262,43529,120,95,25,72,23,3.26,4.13,95,12,28,44
14263,43530,0,0,0,0,0,-,-,0,0,0,0
14264,43531,124,124,0,100,24,3.15,-,124,0,41,59
14265,43532,1377,1274,103,1046,228,2.65,2.65,1274,42,694,352
14266,43533,592,569,23,439,130,2.62,2.05,569,18,279,160
14267,43534,758,669,89,549,120,2.60,2.20,669,38,349,200
14268,43535,315,239,76,196,43,2.40,2.02,239,0,146,50
14269,43536,104,104,0,104,0,1.96,-,104,0,55,49
14270,43537,13220,12484,736,8662,3822,2.61,1.86,12484,213,5965,2697
14271,43540,566,550,16,479,71,2.52,3.06,550,21,332,147
14272,43541,70,59,11,52,7,2.81,1.29,59,0,20,32
14273,43542,1549,1491,58,1404,87,2.96,1.15,1491,0,1036,368
14274,43543,3804,3267,537,2577,690,2.29,2.18,3267,193,1434,1143
14275,43545,6380,5890,490,4379,1511,2.55,2.06,5890,216,2436,1943
14276,43547,175,143,32,126,17,3.79,1.94,143,0,82,44
14277,43548,350,314,36,293,21,2.44,1.86,314,0,131,162
14278,43549,609,529,80,510,19,2.61,1.84,529,6,257,253
14279,43551,19017,17755,1262,11851,5904,2.71,1.70,17755,603,8315,3536
14280,43553,198,185,13,155,30,2.89,1.77,185,27,98,57
14281,43554,974,875,99,613,262,2.41,2.06,875,28,386,227
14282,43555,117,117,0,67,50,2.57,1.80,117,0,61,6
14283,43556,656,603,53,504,99,2.82,2.94,603,14,276,228
14284,43557,1012,960,52,776,184,2.61,2.92,960,25,514,262
14285,43558,5826,5558,268,4811,747,2.41,2.21,5558,126,2697,2114
14286,43560,12638,12007,631,10085,1922,2.72,2.08,12007,307,6961,3124
14287,43565,160,155,5,105,50,2.73,2.70,155,3,75,30
14288,43566,3656,3475,181,3097,378,2.31,2.29,3475,89,1991,1106
14289,43567,5260,4997,263,3863,1134,2.70,2.30,4997,138,2517,1346
14290,43569,1237,1088,149,834,254,2.84,2.01,1088,5,585,249
14291,43570,1283,1222,61,900,322,2.70,2.69,1222,53,527,373
14292,43571,2844,2725,119,2175,550,2.73,1.92,2725,25,1586,589
14293,43604,6129,4949,1180,878,4071,2.15,1.71,4949,2229,370,508
14294,43605,12098,10059,2039,4441,5618,2.48,2.53,10059,1868,2044,2397
14295,43606,11725,9963,1762,5403,4560,2.36,1.98,9963,921,3397,2006
14296,43607,10925,8968,1957,4221,4747,2.08,2.41,8968,1168,1864,2357
14297,43608,6935,5455,1480,2733,2722,2.21,2.89,5455,1014,1136,1597
14298,43609,10150,8468,1682,3674,4794,2.38,2.40,8468,1513,1681,1993
14299,43610,2533,1770,763,990,780,2.60,2.45,1770,258,383,607
14300,43611,8635,7705,930,5287,2418,2.33,2.56,7705,574,3031,2256
14301,43612,13054,11577,1477,6148,5429,2.48,2.40,11577,824,3506,2642
14302,43613,14446,13404,1042,8782,4622,2.37,2.49,13404,871,5796,2986
14303,43614,14699,13744,955,7878,5866,2.37,1.74,13744,1189,5602,2276
14304,43615,19142,17948,1194,9780,8168,2.39,1.97,17948,1187,5884,3896
14305,43616,8957,8509,448,6451,2058,2.48,1.96,8509,541,3801,2650
14306,43617,3120,2973,147,2687,286,2.98,1.52,2973,15,1787,900
14307,43619,3234,3063,171,2279,784,2.29,2.41,3063,70,1623,656
14308,43620,3091,2290,801,752,1538,2.63,1.97,2290,587,424,328
14309,43623,9700,9027,673,5914,3113,2.37,1.81,9027,775,3655,2259
14310,43701,25704,22739,2965,14747,7992,2.47,2.27,22739,1967,8553,6194
14311,43711,25,12,13,10,2,2.70,18.00,12,0,0,10
14312,43713,2931,2415,516,2016,399,2.74,2.21,2415,56,990,1026
14313,43716,1097,833,264,625,208,2.14,1.58,833,157,202,423
14314,43717,74,60,14,50,10,2.42,1.90,60,0,17,33
14315,43718,1360,1101,259,876,225,2.54,2.08,1101,22,353,523
14316,43719,1298,1021,277,819,202,2.49,2.63,1021,45,400,419
14317,43720,667,454,213,445,9,2.33,6.56,454,0,168,277
14318,43721,153,89,64,51,38,3.69,3.08,89,0,24,27
14319,43722,184,139,45,77,62,2.94,7.95,139,0,29,48
14320,43723,2233,1911,322,1142,769,2.57,2.18,1911,196,605,537
14321,43724,3251,2737,514,1919,818,2.59,2.39,2737,307,645,1274
14322,43725,9458,8414,1044,5626,2788,2.43,2.13,8414,596,3421,2205
14323,43727,718,575,143,525,50,2.28,2.54,575,0,257,268
14324,43728,672,501,171,441,60,2.62,2.92,501,17,149,292
14325,43730,1189,842,347,682,160,3.30,2.76,842,40,309,373
14326,43731,2224,1948,276,1488,460,2.53,2.72,1948,102,828,660
14327,43732,770,605,165,530,75,2.40,2.00,605,65,207,323
14328,43733,12,12,0,12,0,5.33,-,12,0,12,0
14329,43734,608,598,10,527,71,3.09,3.96,598,11,423,104
14330,43735,95,62,33,27,35,4.22,3.17,62,0,18,9
14331,43736,18,12,6,12,0,1.83,-,12,8,2,10
14332,43738,57,51,6,47,4,2.13,1.50,51,2,31,16
14333,43739,814,810,4,766,44,3.33,3.09,810,0,606,160
14334,43740,103,94,9,65,29,2.40,2.07,94,2,46,19
14335,43746,328,312,16,276,36,2.18,1.56,312,0,176,100
14336,43747,619,522,97,412,110,2.88,2.26,522,38,123,289
14337,43748,1181,1061,120,842,219,2.84,2.49,1061,139,366,476
14338,43749,1168,936,232,872,64,1.90,2.08,936,0,388,484
14339,43750,77,29,48,29,0,4.07,-,29,0,9,20
14340,43754,678,466,212,373,93,2.83,3.43,466,16,120,253
14341,43755,841,745,96,596,149,2.06,2.83,745,14,338,258
14342,43756,2623,2168,455,1569,599,2.37,2.19,2168,132,610,959
14343,43758,1459,1102,357,892,210,2.62,2.08,1102,79,319,573
14344,43759,133,68,65,51,17,3.27,3.24,68,0,10,41
14345,43760,695,558,137,361,197,2.64,2.70,558,0,187,174
14346,43761,85,45,40,45,0,2.20,-,45,0,28,17
14347,43762,1871,1721,150,1331,390,2.52,2.06,1721,60,921,410
14348,43764,3000,2867,133,1923,944,2.81,2.33,2867,374,1118,805
14349,43766,581,513,68,368,145,2.31,2.21,513,77,162,206
14350,43767,500,490,10,478,12,2.07,1.33,490,1,229,249
14351,43768,175,158,17,80,78,2.20,3.74,158,1,41,39
14352,43771,987,871,116,644,227,2.66,1.94,871,9,453,191
14353,43772,878,743,135,557,186,2.13,3.27,743,40,282,275
14354,43773,1372,1061,311,827,234,3.02,1.69,1061,164,299,528
14355,43777,2147,1940,207,1432,508,2.68,2.65,1940,117,833,599
14356,43778,521,479,42,449,30,2.70,2.37,479,109,217,232
14357,43779,272,213,59,201,12,2.63,4.67,213,20,92,109
14358,43780,1609,909,700,821,88,2.02,3.11,909,20,387,434
14359,43782,336,226,110,197,29,3.26,3.14,226,0,122,75
14360,43783,2190,1898,292,1588,310,2.80,2.67,1898,124,927,661
14361,43786,38,33,5,24,9,2.50,2.00,33,0,12,12
14362,43787,1654,1152,502,916,236,2.85,2.50,1152,87,445,471
14363,43788,398,324,74,303,21,1.98,5.76,324,4,147,156
14364,43791,62,62,0,52,10,3.62,-,62,0,52,0
14365,43793,2381,1956,425,1369,587,2.36,1.92,1956,197,506,863
14366,43802,426,381,45,352,29,3.93,2.17,381,53,204,148
14367,43804,1085,1064,21,744,320,3.83,2.78,1064,573,353,391
14368,43805,124,95,29,49,46,3.71,1.67,95,0,0,49
14369,43811,325,290,35,226,64,2.27,1.63,290,30,77,149
14370,43812,8679,7767,912,5108,2659,2.38,2.29,7767,594,2620,2488
14371,43821,1811,1606,205,1236,370,2.77,2.38,1606,60,763,473
14372,43822,2167,1876,291,1552,324,2.68,2.18,1876,108,829,723
14373,43824,1514,1370,144,1238,132,3.16,2.23,1370,351,641,597
14374,43830,2258,2124,134,1773,351,2.92,2.97,2124,56,1363,410
14375,43832,3670,3328,342,2445,883,2.15,2.48,3328,356,1068,1377
14376,43836,68,59,9,54,5,1.87,2.80,59,1,17,37
14377,43837,852,728,124,635,93,2.30,4.26,728,14,322,313
14378,43840,425,399,26,372,27,3.17,2.00,399,51,221,151
14379,43842,107,107,0,107,0,1.76,-,107,0,22,85
14380,43843,464,401,63,349,52,2.19,1.48,401,20,169,180
14381,43844,1908,1652,256,1462,190,2.58,2.71,1652,13,822,640
14382,43845,2017,1808,209,1362,446,2.54,2.84,1808,51,722,640
14383,43901,998,800,198,617,183,2.50,1.74,800,55,220,397
14384,43902,58,58,0,43,15,3.35,5.27,58,0,31,12
14385,43903,1019,778,241,620,158,2.61,2.62,778,43,324,296
14386,43905,196,173,23,148,25,2.96,-,173,0,137,11
14387,43906,4064,3177,887,2306,871,2.47,2.69,3177,216,890,1416
14388,43907,2588,2052,536,1515,537,2.52,2.04,2052,107,817,698
14389,43908,638,455,183,354,101,2.56,2.10,455,35,98,256
14390,43909,25,25,0,7,18,-,1.78,25,0,7,0
14391,43910,1523,1428,95,1278,150,2.39,2.37,1428,21,590,688
14392,43912,3286,2696,590,1943,753,2.47,1.71,2696,226,882,1061
14393,43913,674,500,174,299,201,2.79,1.78,500,39,178,121
14394,43914,20,20,0,11,9,-,2.00,20,0,0,11
14395,43915,674,548,126,492,56,2.15,2.00,548,3,262,230
14396,43917,1415,1242,173,1086,156,2.47,1.62,1242,94,348,738
14397,43920,10387,9058,1329,6148,2910,2.47,2.14,9058,866,2877,3271
14398,43925,85,85,0,46,39,1.67,3.67,85,0,31,15
14399,43926,117,99,18,62,37,2.19,1.97,99,10,27,35
14400,43928,63,43,20,43,0,3.02,-,43,0,0,43
14401,43930,469,377,92,368,9,2.87,5.11,377,51,213,155
14402,43931,94,94,0,94,0,1.76,-,94,12,0,94
14403,43932,419,375,44,296,79,2.31,3.08,375,4,167,129
14404,43933,969,745,224,712,33,2.78,-,745,7,276,436
14405,43934,169,112,57,112,0,1.69,-,112,6,11,101
14406,43935,4366,3431,935,2156,1275,2.52,2.08,3431,395,1246,910
14407,43938,2811,2400,411,1778,622,2.33,2.69,2400,216,882,896
14408,43939,159,130,29,115,15,2.05,2.33,130,8,46,69
14409,43940,181,145,36,125,20,2.11,5.20,145,0,27,98
14410,43942,1180,979,201,736,243,3.09,1.88,979,65,370,366
14411,43943,1619,1346,273,1151,195,2.42,2.26,1346,78,396,755
14412,43944,1036,913,123,682,231,2.25,3.08,913,9,411,271
14413,43945,1296,1177,119,889,288,2.65,2.72,1177,66,373,516
14414,43946,1113,840,273,658,182,2.28,2.87,840,48,244,414
14415,43947,2380,2026,354,1624,402,2.58,2.01,2026,93,907,717
14416,43948,283,245,38,205,40,2.72,2.43,245,10,112,93
14417,43950,6391,5257,1134,4108,1149,2.68,2.00,5257,183,2086,2022
14418,43951,74,31,43,21,10,-,3.20,31,0,0,21
14419,43952,8559,6910,1649,3704,3206,2.54,1.96,6910,1116,1919,1785
14420,43953,5282,4876,406,3478,1398,2.43,2.23,4876,202,1944,1534
14421,43961,144,129,15,99,30,2.11,2.67,129,6,24,75
14422,43962,44,32,12,20,12,2.65,1.75,32,5,10,10
14423,43963,707,615,92,354,261,2.28,2.04,615,61,130,224
14424,43964,4337,3946,391,3141,805,2.41,2.24,3946,247,1463,1678
14425,43967,51,51,0,51,0,4.37,-,51,10,18,33
14426,43968,2883,2595,288,1919,676,2.27,2.55,2595,230,1008,911
14427,43971,640,470,170,301,169,2.01,2.22,470,34,176,125
14428,43972,101,71,30,71,0,1.44,-,71,0,0,71
14429,43973,1188,833,355,712,121,2.74,2.86,833,156,327,385
14430,43974,43,35,8,31,4,2.55,-,35,4,10,21
14431,43976,709,612,97,477,135,2.52,1.96,612,9,227,250
14432,43977,1023,809,214,582,227,2.49,2.69,809,41,225,357
14433,43981,133,117,16,95,22,2.13,1.77,117,8,53,42
14434,43983,363,149,214,92,57,1.75,2.72,149,19,22,70
14435,43985,138,90,48,80,10,2.48,4.00,90,0,31,49
14436,43986,848,698,150,597,101,2.72,2.42,698,36,329,268
14437,43988,1312,916,396,685,231,2.52,2.38,916,148,400,285
14438,44001,8694,8316,378,7220,1096,2.59,2.08,8316,229,4596,2624
14439,44003,3149,1566,1583,1199,367,3.25,2.57,1566,151,669,530
14440,44004,15312,13221,2091,8468,4753,2.33,2.40,13221,1497,4152,4316
14441,44010,558,558,0,417,141,2.66,3.13,558,112,209,208
14442,44011,9468,9137,331,7902,1235,2.78,1.87,9137,318,4998,2904
14443,44012,10796,10311,485,8410,1901,2.50,2.03,10311,404,5942,2468
14444,44017,7204,6978,226,4874,2104,2.41,2.14,6978,419,3076,1798
14445,44021,2249,2046,203,1556,490,2.93,2.12,2046,290,1005,551
14446,44022,7182,6846,336,6157,689,2.49,1.84,6846,184,3715,2442
14447,44023,7581,7277,304,6631,646,2.66,1.87,7277,220,4775,1856
14448,44024,9421,8896,525,7661,1235,2.77,2.07,8896,345,4845,2816
14449,44026,4484,4343,141,4048,295,2.48,2.29,4343,183,2339,1709
14450,44028,3744,3626,118,3348,278,2.57,2.22,3626,101,2020,1328
14451,44030,7347,6020,1327,4648,1372,2.36,2.48,6020,436,2610,2038
14452,44032,459,404,55,392,12,3.21,2.17,404,7,287,105
14453,44035,29534,26894,2640,16519,10375,2.34,2.17,26894,2342,9911,6608
14454,44039,13841,13297,544,11678,1619,2.63,2.56,13297,368,8196,3482
14455,44040,1229,1117,112,1052,65,2.73,3.00,1117,26,527,525
14456,44041,7213,5974,1239,3926,2048,2.44,1.98,5974,436,2036,1890
14457,44044,4500,4281,219,3713,568,2.57,3.23,4281,135,2397,1316
14458,44045,307,289,18,252,37,2.24,3.14,289,8,183,69
14459,44046,805,732,73,593,139,2.98,2.80,732,189,358,235
14460,44047,4010,3680,330,2736,944,2.37,2.23,3680,196,1461,1275
14461,44048,938,831,107,682,149,2.67,2.64,831,30,329,353
14462,44049,88,76,12,58,18,2.50,2.94,76,6,28,30
14463,44050,2623,2484,139,2137,347,2.74,2.59,2484,26,1401,736
14464,44052,13651,11689,1962,6019,5670,2.25,2.66,11689,1045,3392,2627
14465,44053,9166,8495,671,5288,3207,2.55,2.11,8495,788,3620,1668
14466,44054,5838,5359,479,4253,1106,2.43,2.07,5359,147,2596,1657
14467,44055,9284,8108,1176,4193,3915,2.39,2.40,8108,799,1931,2262
14468,44056,4878,4733,145,4276,457,2.54,2.65,4733,160,3067,1209
14469,44057,8344,7599,745,6201,1398,2.51,2.46,7599,323,3893,2308
14470,44060,26968,25494,1474,20676,4818,2.41,2.08,25494,828,12449,8227
14471,44062,4542,4275,267,3398,877,3.99,2.47,4275,1931,2419,979
14472,44064,759,683,76,617,66,2.04,2.73,683,15,442,175
14473,44065,1950,1648,302,1521,127,2.48,1.28,1648,60,939,582
14474,44067,8719,8392,327,7394,998,2.38,1.68,8392,176,4914,2480
14475,44068,104,84,20,60,24,2.65,2.04,84,0,48,12
14476,44070,13775,13289,486,10199,3090,2.47,2.20,13289,603,6372,3827
14477,44072,2045,1999,46,1573,426,2.43,2.88,1999,72,1048,525
14478,44074,4101,3803,298,2452,1351,2.46,2.09,3803,196,1442,1010
14479,44076,2042,1784,258,1333,451,2.90,2.60,1784,288,733,600
14480,44077,24755,23080,1675,16664,6416,2.49,2.37,23080,1276,11472,5192
14481,44080,92,92,0,74,18,1.72,-,92,19,19,55
14482,44081,2687,2572,115,2301,271,2.61,3.80,2572,58,1499,802
14483,44082,712,622,90,496,126,3.37,1.61,622,27,158,338
14484,44084,1829,1465,364,1276,189,2.61,2.29,1465,54,856,420
14485,44085,1500,1270,230,1173,97,2.25,5.67,1270,23,710,463
14486,44086,971,887,84,831,56,2.60,2.29,887,24,564,267
14487,44087,9244,9021,223,6892,2129,2.66,1.75,9021,443,4999,1893
14488,44089,7924,6702,1222,5295,1407,2.41,1.91,6702,216,3406,1889
14489,44090,4279,3977,302,3186,791,2.86,2.11,3977,260,1974,1212
14490,44092,8247,7594,653,4973,2621,2.26,2.05,7594,315,2885,2088
14491,44093,706,465,241,335,130,2.26,1.69,465,0,185,150
14492,44094,18134,16940,1194,11000,5940,2.35,1.82,16940,793,6672,4328
14493,44095,15396,14517,879,10934,3583,2.34,2.01,14517,664,6897,4037
14494,44099,692,692,0,610,82,3.84,3.35,692,270,361,249
14495,44101,0,0,0,0,0,-,-,0,0,0,0
14496,44102,22734,19366,3368,6235,13131,2.50,2.00,19366,4363,3412,2823
14497,44103,9725,6921,2804,2298,4623,2.40,1.82,6921,2569,966,1332
14498,44104,10217,8283,1934,2153,6130,2.53,2.14,8283,2786,948,1205
14499,44105,18352,14859,3493,6903,7956,2.26,2.32,14859,2701,3005,3898
14500,44106,13303,10934,2369,2999,7935,2.27,1.71,10934,3297,1457,1542
14501,44107,28438,26319,2119,11542,14777,2.27,1.65,26319,3675,7936,3606
14502,44108,12426,9143,3283,4168,4975,2.09,2.60,9143,2618,1610,2558
14503,44109,19734,16769,2965,8000,8769,2.30,2.38,16769,3027,4719,3281
14504,44110,11562,9303,2259,3529,5774,1.99,1.92,9303,2535,1592,1937
14505,44111,19444,17718,1726,9768,7950,2.33,2.43,17718,1924,6455,3313
14506,44112,11934,8236,3698,3297,4939,2.64,1.94,8236,2475,1566,1731
14507,44113,11721,9718,2003,2579,7139,2.07,1.57,9718,1563,1611,968
14508,44114,4824,3847,977,330,3517,2.63,1.43,3847,1336,112,218
14509,44115,5140,4494,646,315,4179,2.65,1.86,4494,2239,265,50
14510,44116,10450,9704,746,6892,2812,2.46,1.53,9704,793,4142,2750
14511,44117,5333,4932,401,1995,2937,2.42,1.63,4932,1357,1273,722
14512,44118,18147,16477,1670,10131,6346,2.57,2.05,16477,1650,6564,3567
14513,44119,6852,6140,712,2982,3158,2.07,2.02,6140,803,1945,1037
14514,44120,20535,16790,3745,7870,8920,2.29,1.85,16790,3210,4214,3656
14515,44121,14710,13489,1221,9185,4304,2.36,2.46,13489,1291,5954,3231
14516,44122,16991,15039,1952,9517,5522,2.57,1.96,15039,1406,5707,3810
14517,44123,9515,8530,985,3975,4555,2.16,2.15,8530,1360,2478,1497
14518,44124,20173,18946,1227,11812,7134,2.21,1.91,18946,1636,7287,4525
14519,44125,13230,12080,1150,7259,4821,2.42,2.37,12080,1324,4370,2889
14520,44126,7947,7575,372,5276,2299,2.42,1.89,7575,514,3433,1843
14521,44127,2408,1882,526,794,1088,2.69,2.23,1882,570,309,485
14522,44128,14341,12606,1735,6204,6402,2.13,2.30,12606,1695,3584,2620
14523,44129,12933,11988,945,8441,3547,2.40,2.24,11988,615,5123,3318
14524,44130,24015,22822,1193,14306,8516,2.35,2.02,22822,1337,8265,6041
14525,44131,8733,8348,385,7643,705,2.44,2.74,8348,122,4343,3300
14526,44132,7756,6749,1007,2841,3908,2.24,2.13,6749,789,1575,1266
14527,44133,14408,13515,893,9655,3860,2.51,1.72,13515,546,6118,3537
14528,44134,17278,16107,1171,12173,3934,2.31,2.32,16107,698,7468,4705
14529,44135,12172,11349,823,6761,4588,2.32,2.35,11349,1493,4095,2666
14530,44136,11012,10527,485,7658,2869,2.54,1.89,10527,686,4717,2941
14531,44137,11429,10298,1131,6149,4149,1.95,2.78,10298,822,3520,2629
14532,44138,9883,9477,406,7430,2047,2.56,1.91,9477,485,4686,2744
14533,44139,9314,8926,388,7536,1390,2.92,1.99,8926,322,4910,2626
14534,44140,6311,6065,246,5640,425,2.68,1.74,6065,209,4009,1631
14535,44141,5991,5509,482,4544,965,2.59,1.98,5509,186,2740,1804
14536,44142,8000,7671,329,6100,1571,2.44,2.30,7671,324,3568,2532
14537,44143,11756,10996,760,7907,3089,2.39,1.67,10996,1069,4621,3286
14538,44144,9943,9483,460,5335,4148,2.37,2.32,9483,792,2990,2345
14539,44145,15554,14446,1108,10404,4042,2.53,1.73,14446,865,6035,4369
14540,44146,15424,14260,1164,7585,6675,2.23,1.86,14260,1215,4938,2647
14541,44147,8446,8110,336,6741,1369,2.57,1.72,8110,251,4540,2201
14542,44149,8601,8330,271,7791,539,2.57,1.90,8330,331,4866,2925
14543,44201,2654,2513,141,2133,380,2.79,2.43,2513,123,1463,670
14544,44202,8970,8485,485,7154,1331,2.71,1.62,8485,486,5149,2005
14545,44203,17953,16455,1498,11273,5182,2.40,2.22,16455,1624,7005,4268
14546,44212,18826,18167,659,13865,4302,2.73,1.80,18167,612,10250,3615
14547,44214,792,749,43,660,89,2.93,3.49,749,15,461,199
14548,44215,1192,929,263,768,161,2.57,2.40,929,23,526,242
14549,44216,3764,3577,187,3251,326,2.52,2.70,3577,59,1926,1325
14550,44217,1416,1358,58,1194,164,2.67,2.19,1358,29,643,551
14551,44221,14511,13659,852,7773,5886,2.32,1.95,13659,695,5554,2219
14552,44223,8771,8395,376,6339,2056,2.27,1.80,8395,511,4308,2031
14553,44224,17465,16150,1315,10992,5158,2.57,2.06,16150,718,7704,3288
14554,44230,3622,3524,98,2971,553,2.35,1.99,3524,211,1684,1287
14555,44231,3260,3124,136,2494,630,3.00,2.23,3124,337,1740,754
14556,44232,0,0,0,0,0,-,-,0,0,0,0
14557,44233,2993,2910,83,2829,81,2.79,1.46,2910,32,1732,1097
14558,44234,1307,1259,48,1081,178,2.43,2.25,1259,22,588,493
14559,44235,552,538,14,466,72,2.97,2.18,538,36,316,150
14560,44236,9781,9612,169,8541,1071,2.83,1.67,9612,323,6210,2331
14561,44240,20486,16928,3558,8850,8078,2.49,2.01,16928,1674,5387,3463
14562,44241,7447,7225,222,4994,2231,2.44,2.36,7225,363,3190,1804
14563,44243,0,0,0,0,0,-,-,0,0,0,0
14564,44250,775,586,189,485,101,2.32,2.16,586,10,300,185
14565,44251,435,400,35,361,39,2.40,1.49,400,11,200,161
14566,44253,1313,1257,56,1188,69,2.56,3.52,1257,52,520,668
14567,44254,2120,1961,159,1455,506,2.56,2.19,1961,112,950,505
14568,44255,3137,2847,290,2314,533,2.63,2.75,2847,86,1325,989
14569,44256,26412,25207,1205,20581,4626,2.63,2.10,25207,798,14100,6481
14570,44260,5351,5126,225,4423,703,2.54,2.77,5126,268,2655,1768
14571,44262,2249,2142,107,1716,426,2.47,1.80,2142,230,940,776
14572,44264,1332,1200,132,1033,167,2.55,1.94,1200,3,655,378
14573,44266,14827,13723,1104,9531,4192,2.45,2.03,13723,1048,5539,3992
