,ZipCode,TotalHousingUnits,OccupiedHousingUnits,VacantHousingUnits,OwnerOccupied,RenterOccupied,OwnerOccupiedHouseholdSize,RenterOccupiedHouseholdSize,VehiclesAvailable,NoVehiclesAvailable,WithMortgage,WithoutMortgage
14574,44270,3454,3281,173,2329,952,2.61,2.03,3281,187,1376,953
14575,44272,2311,2184,127,1835,349,2.62,2.14,2184,78,1193,642
14576,44273,2874,2819,55,2325,494,2.58,2.26,2819,57,1650,675
14577,44274,97,97,0,43,54,2.33,4.06,97,0,43,0
14578,44275,1170,1120,50,990,130,2.53,2.98,1120,15,712,278
14579,44276,672,624,48,540,84,2.98,3.02,624,3,364,176
14580,44278,7600,7384,216,6195,1189,2.58,1.90,7384,223,3927,2268
14581,44280,2171,2019,152,1735,284,2.75,1.67,2019,17,1070,665
14582,44281,14014,13504,510,9987,3517,2.66,1.85,13504,567,6770,3217
14583,44285,45,45,0,41,4,2.44,1.75,45,4,18,23
14584,44286,2781,2584,197,2454,130,2.40,2.55,2584,38,1532,922
14585,44287,3147,2896,251,2483,413,2.76,2.70,2896,189,1470,1013
14586,44288,1347,1214,133,863,351,2.51,2.81,1214,82,460,403
14587,44301,6830,5811,1019,3455,2356,2.21,2.61,5811,623,2131,1324
14588,44302,2890,2575,315,1140,1435,2.08,1.39,2575,815,782,358
14589,44303,4102,3659,443,1847,1812,2.34,1.64,3659,212,977,870
14590,44304,1596,1296,300,111,1185,1.89,2.32,1296,283,33,78
14591,44305,10238,9193,1045,5129,4064,2.06,2.55,9193,952,3247,1882
14592,44306,10337,8986,1351,3930,5056,2.20,2.54,8986,1493,2198,1732
14593,44307,3483,2844,639,915,1929,1.86,2.15,2844,797,385,530
14594,44308,514,443,71,16,427,-,1.60,443,176,11,5
14595,44310,11158,10167,991,3932,6235,2.53,2.37,10167,1878,2389,1543
14596,44311,3425,2826,599,429,2397,2.37,2.16,2826,681,119,310
14597,44312,14522,13474,1048,10165,3309,2.35,2.06,13474,722,6380,3785
14598,44313,13384,12603,781,7314,5289,2.27,1.99,12603,778,4488,2826
14599,44314,8969,8104,865,4268,3836,2.17,2.37,8104,953,2899,1369
14600,44319,10220,9589,631,6953,2636,2.36,2.06,9589,395,4284,2669
14601,44320,9556,8817,739,4813,4004,2.24,2.06,8817,1275,2858,1955
14602,44321,6670,6467,203,5025,1442,2.64,1.74,6467,232,3624,1401
14603,44325,0,0,0,0,0,-,-,0,0,0,0
14604,44333,8341,7786,555,6530,1256,2.46,1.86,7786,379,4181,2349
14605,44401,1036,958,78,871,87,2.62,2.06,958,35,607,264
14606,44402,1187,1104,83,960,144,2.49,3.42,1104,15,572,388
14607,44403,1975,1805,170,1593,212,2.07,2.07,1805,168,613,980
14608,44404,612,603,9,557,46,2.91,2.54,603,9,246,311
14609,44405,3770,3289,481,2105,1184,2.30,2.54,3289,391,881,1224
14610,44406,9616,8888,728,7831,1057,2.58,2.17,8888,173,4717,3114
14611,44408,4870,4652,218,3362,1290,2.50,1.56,4652,400,2067,1295
14612,44410,8268,7471,797,5958,1513,2.31,1.97,7471,380,3452,2506
14613,44411,1051,798,253,755,43,2.91,1.63,798,18,456,299
14614,44412,1066,979,87,877,102,2.62,1.86,979,14,584,293
14615,44413,3141,2871,270,2160,711,2.44,2.36,2871,105,1089,1071
14616,44415,0,0,0,0,0,-,-,0,0,0,0
14617,44417,631,608,23,564,44,2.34,2.43,608,35,244,320
14618,44418,626,483,143,474,9,2.27,1.89,483,11,190,284
14619,44420,6989,6354,635,4518,1836,2.31,2.58,6354,301,2632,1886
14620,44423,984,884,100,696,188,2.83,2.58,884,58,426,270
14621,44424,24,24,0,10,14,-,3.14,24,0,0,10
14622,44425,6438,5826,612,4687,1139,2.42,1.72,5826,242,2400,2287
14623,44427,658,545,113,460,85,2.05,3.16,545,26,191,269
14624,44428,1395,1314,81,1053,261,2.32,2.52,1314,37,472,581
14625,44429,1606,1135,471,892,243,2.27,2.67,1135,72,585,307
14626,44430,1548,1371,177,1086,285,2.47,2.80,1371,37,489,597
14627,44431,2047,1859,188,1616,243,2.51,2.45,1859,53,775,841
14628,44432,4779,4173,606,3030,1143,2.39,2.45,4173,235,1402,1628
14629,44436,1733,1488,245,1288,200,2.49,2.07,1488,58,707,581
14630,44437,1858,1740,118,1465,275,2.30,2.54,1740,44,934,531
14631,44438,2543,2358,185,1585,773,1.99,2.22,2358,117,758,827
14632,44439,137,137,0,111,26,3.23,1.31,137,57,96,15
14633,44440,2022,1887,135,1578,309,2.51,1.72,1887,121,1019,559
14634,44441,781,755,26,734,21,2.62,3.00,755,32,335,399
14635,44442,1715,1622,93,1472,150,2.48,1.59,1622,84,658,814
14636,44443,831,736,95,662,74,3.07,1.72,736,46,360,302
14637,44444,4857,4253,604,2972,1281,2.40,1.88,4253,335,1757,1215
14638,44445,1314,1226,88,982,244,2.49,2.81,1226,95,447,535
14639,44446,10366,9223,1143,5430,3793,2.42,1.80,9223,921,2493,2937
14640,44449,963,622,341,513,109,2.50,1.97,622,0,232,281
14641,44450,732,651,81,537,114,3.21,3.12,651,47,328,209
14642,44451,1429,1205,224,970,235,2.46,2.52,1205,38,533,437
14643,44452,1489,1403,86,1205,198,2.36,1.41,1403,150,468,737
14644,44454,286,286,0,263,23,2.49,1.52,286,0,218,45
14645,44455,532,527,5,476,51,2.95,3.10,527,4,172,304
14646,44460,11850,10505,1345,7729,2776,2.50,1.89,10505,776,4248,3481
14647,44470,1661,1595,66,1418,177,2.63,2.14,1595,64,740,678
14648,44471,4798,4344,454,3067,1277,2.44,2.31,4344,271,1853,1214
14649,44473,2007,1736,271,1343,393,2.37,2.30,1736,72,569,774
14650,44481,4248,3729,519,3196,533,2.58,2.10,3729,95,1472,1724
14651,44483,12451,11003,1448,6764,4239,2.23,2.16,11003,1113,3660,3104
14652,44484,10051,9094,957,6645,2449,2.38,2.42,9094,589,3744,2901
14653,44485,7936,6946,990,3576,3370,2.10,2.38,6946,967,1434,2142
14654,44490,375,351,24,199,152,2.36,2.79,351,18,105,94
14655,44491,1224,1115,109,1036,79,3.04,2.80,1115,322,607,429
14656,44493,61,54,7,32,22,2.75,1.91,54,0,18,14
14657,44502,4337,3488,849,1853,1635,2.15,2.78,3488,434,618,1235
14658,44503,607,516,91,0,516,-,1.13,516,427,0,0
14659,44504,2448,2003,445,843,1160,2.51,1.74,2003,353,375,468
14660,44505,7868,6788,1080,3641,3147,2.14,2.35,6788,1208,1573,2068
14661,44506,1453,1287,166,694,593,2.40,1.85,1287,233,211,483
14662,44507,2468,1876,592,870,1006,2.32,2.57,1876,464,103,767
14663,44509,5708,5114,594,2978,2136,2.04,2.37,5114,841,1313,1665
14664,44510,1079,865,214,432,433,1.96,2.71,865,262,93,339
14665,44511,9761,8880,881,6657,2223,2.19,2.09,8880,525,3203,3454
14666,44512,15477,14304,1173,9376,4928,2.42,1.92,14304,1006,5730,3646
14667,44514,10111,9504,607,7878,1626,2.38,2.03,9504,337,4290,3588
14668,44515,13649,12574,1075,8112,4462,2.27,1.94,12574,615,4765,3347
14669,44555,0,0,0,0,0,-,-,0,0,0,0
14670,44601,14744,13481,1263,8108,5373,2.39,2.25,13481,1519,4238,3870
14671,44606,2622,2478,144,1977,501,3.62,3.03,2478,984,1131,846
14672,44607,23,13,10,13,0,6.54,-,13,0,0,13
14673,44608,982,865,117,546,319,2.71,2.78,865,34,288,258
14674,44609,1646,1488,158,1304,184,2.30,2.34,1488,53,626,678
14675,44610,162,95,67,39,56,2.64,2.88,95,0,29,10
14676,44611,929,907,22,788,119,2.73,2.32,907,74,472,316
14677,44612,2332,2233,99,1571,662,2.71,1.70,2233,69,1000,571
14678,44613,757,739,18,524,215,2.37,2.36,739,25,304,220
14679,44614,5671,5479,192,4403,1076,2.40,2.26,5479,73,3042,1361
14680,44615,5209,4135,1074,3300,835,2.38,2.03,4135,360,1980,1320
14681,44618,2621,2534,87,1944,590,2.87,2.41,2534,326,1057,887
14682,44619,94,94,0,94,0,1.65,-,94,0,7,87
14683,44620,807,761,46,645,116,2.53,2.23,761,17,405,240
14684,44621,1944,1714,230,1123,591,2.55,2.72,1714,75,623,500
14685,44622,7803,7281,522,5014,2267,2.64,2.26,7281,539,2876,2138
14686,44624,1761,1675,86,1448,227,3.57,2.73,1675,501,572,876
14687,44625,515,467,48,353,114,3.06,2.84,467,16,222,131
14688,44626,1239,1181,58,1014,167,2.43,1.80,1181,140,539,475
14689,44627,1775,1759,16,1485,274,4.26,2.81,1759,1115,773,712
14690,44628,542,415,127,312,103,2.86,1.31,415,28,176,136
14691,44629,1158,1048,110,780,268,2.87,2.35,1048,32,458,322
14692,44630,34,34,0,34,0,4.47,-,34,0,34,0
14693,44632,3851,3785,66,3020,765,2.83,2.31,3785,71,1900,1120
14694,44633,728,689,39,548,141,3.71,2.45,689,231,268,280
14695,44634,863,863,0,676,187,2.12,2.04,863,4,321,355
14696,44637,1155,933,222,718,215,2.35,2.64,933,20,421,297
14697,44638,491,421,70,288,133,2.79,2.59,421,22,186,102
14698,44639,116,116,0,101,15,2.52,2.80,116,5,64,37
14699,44640,78,75,3,60,15,2.42,3.73,75,0,34,26
14700,44641,8356,7916,440,5971,1945,2.61,1.87,7916,428,4052,1919
14701,44643,1604,1455,149,1167,288,2.79,2.27,1455,28,789,378
14702,44644,2380,2193,187,1442,751,2.28,1.95,2193,321,736,706
14703,44645,1099,1075,24,925,150,2.80,2.73,1075,15,555,370
14704,44646,21100,19606,1494,13088,6518,2.55,2.12,19606,1111,8727,4361
14705,44647,8375,7885,490,5820,2065,2.30,2.30,7885,310,3586,2234
14706,44651,432,323,109,276,47,3.35,2.15,323,53,150,126
14707,44652,191,191,0,134,57,2.84,3.07,191,0,113,21
14708,44653,275,257,18,216,41,2.79,2.83,257,3,113,103
14709,44654,6831,6191,640,4664,1527,3.39,2.47,6191,1677,2912,1752
14710,44656,1268,1049,219,833,216,2.35,2.56,1049,194,411,422
14711,44657,4512,4116,396,2821,1295,2.36,2.26,4116,112,1734,1087
14712,44659,61,56,5,43,13,2.67,1.92,56,3,32,11
14713,44660,42,42,0,34,8,3.06,-,42,22,12,22
14714,44661,108,108,0,88,20,3.78,2.00,108,4,73,15
14715,44662,4156,3931,225,3218,713,2.83,2.19,3931,282,1881,1337
14716,44663,11844,11177,667,7412,3765,2.29,1.95,11177,544,3783,3629
14717,44665,82,82,0,59,23,2.76,-,82,7,33,26
14718,44666,1158,1049,109,927,122,2.49,2.33,1049,6,618,309
14719,44667,5423,5040,383,3593,1447,2.83,2.33,5040,443,2102,1491
14720,44669,609,587,22,448,139,3.05,2.17,587,0,250,198
14721,44670,23,23,0,23,0,1.83,-,23,10,6,17
14722,44671,122,39,83,39,0,3.23,-,39,0,0,39
14723,44672,2518,2168,350,1083,1085,2.37,1.86,2168,306,600,483
14724,44675,1012,837,175,635,202,2.29,2.18,837,11,231,404
14725,44676,1909,1854,55,1495,359,3.09,2.45,1854,218,869,626
14726,44677,1053,1000,53,792,208,2.49,1.96,1000,53,419,373
14727,44678,89,89,0,59,30,1.71,4.13,89,0,38,21
14728,44680,1848,1799,49,1317,482,2.64,1.91,1799,112,762,555
14729,44681,2846,2664,182,2041,623,3.73,2.34,2664,858,1176,865
14730,44682,584,469,115,318,151,2.92,2.83,469,16,252,66
14731,44683,3327,3039,288,1947,1092,2.59,2.54,3039,277,1019,928
14732,44685,11190,10888,302,9097,1791,2.77,1.77,10888,267,5784,3313
14733,44687,127,127,0,66,61,2.29,1.51,127,22,27,39
14734,44688,1282,1253,29,946,307,2.11,2.72,1253,88,472,474
14735,44689,238,157,81,95,62,3.79,2.60,157,44,67,28
14736,44690,52,52,0,44,8,1.61,1.88,52,7,0,44
14737,44691,19279,18109,1170,12583,5526,2.38,1.98,18109,1400,7078,5505
14738,44693,23,11,12,7,4,4.86,1.75,11,0,7,0
14739,44695,640,447,193,373,74,2.85,2.43,447,19,154,219
14740,44697,132,125,7,122,3,1.85,4.67,125,0,29,93
14741,44699,435,298,137,239,59,2.04,2.44,298,10,96,143
14742,44702,631,534,97,5,529,1.80,1.21,534,355,0,5
14743,44703,4562,3668,894,1388,2280,2.34,2.07,3668,718,742,646
14744,44704,1878,1428,450,682,746,2.16,2.47,1428,300,329,353
14745,44705,8246,7239,1007,3865,3374,2.47,2.63,7239,1003,2148,1717
14746,44706,8051,7044,1007,5198,1846,2.35,2.17,7044,390,2947,2251
14747,44707,4074,3555,519,1705,1850,2.60,2.60,3555,742,947,758
14748,44708,11955,10803,1152,7425,3378,2.37,1.99,10803,501,4675,2750
14749,44709,9195,8648,547,4984,3664,2.20,1.81,8648,778,3273,1711
14750,44710,3905,3415,490,1731,1684,2.27,2.67,3415,323,962,769
14751,44714,4468,4234,234,2612,1622,2.26,2.36,4234,302,1686,926
14752,44718,6046,5715,331,3886,1829,2.31,1.99,5715,274,2024,1862
14753,44720,17685,16856,829,12067,4789,2.44,1.96,16856,569,7644,4423
14754,44721,5424,5366,58,4726,640,2.52,2.56,5366,48,3284,1442
14755,44730,2787,2532,255,1988,544,2.53,2.14,2532,34,1212,776
14756,44802,374,365,9,342,23,2.65,1.96,365,9,161,181
14757,44804,549,536,13,514,22,3.00,2.82,536,9,369,145
14758,44805,13683,12550,1133,8762,3788,2.46,2.28,12550,1055,5120,3642
14759,44807,941,885,56,734,151,2.23,1.56,885,19,354,380
14760,44809,69,69,0,19,50,1.53,1.94,69,9,10,9
14761,44811,5555,5281,274,3869,1412,2.47,2.20,5281,336,2228,1641
14762,44813,3185,2918,267,2328,590,2.88,1.80,2918,196,1266,1062
14763,44814,933,869,64,701,168,2.29,3.49,869,2,350,351
14764,44815,311,292,19,238,54,2.12,3.39,292,5,128,110
14765,44817,574,544,30,485,59,2.80,2.63,544,17,305,180
14766,44818,927,885,42,741,144,2.39,3.19,885,17,339,402
14767,44820,8253,7500,753,5267,2233,2.27,2.23,7500,617,3035,2232
14768,44822,1301,1111,190,822,289,2.87,3.67,1111,119,534,288
14769,44824,1558,1417,141,1179,238,2.52,2.99,1417,24,712,467
14770,44825,78,71,7,58,13,3.36,2.92,71,4,31,27
14771,44826,585,585,0,521,64,2.40,2.88,585,10,318,203
14772,44827,3429,3046,383,2318,728,2.26,2.39,3046,145,1258,1060
14773,44828,90,60,30,19,41,-,2.76,60,26,0,19
14774,44830,8354,7283,1071,5331,1952,2.39,2.49,7283,527,2863,2468
14775,44833,7976,7131,845,4577,2554,2.35,2.20,7131,296,2458,2119
14776,44836,1025,945,80,829,116,2.45,2.07,945,20,504,325
14777,44837,1508,1440,68,1130,310,2.91,2.69,1440,95,549,581
14778,44838,101,88,13,68,20,1.99,2.05,88,3,45,23
14779,44839,6710,5642,1068,4364,1278,2.19,2.22,5642,259,2433,1931
14780,44840,1257,1142,115,990,152,2.53,3.37,1142,52,672,318
14781,44841,311,268,43,229,39,2.34,3.64,268,0,103,126
14782,44842,2421,2116,305,1607,509,2.43,2.36,2116,183,912,695
14783,44843,1163,1114,49,994,120,2.40,2.35,1114,17,623,371
14784,44844,341,270,71,261,9,2.19,2.67,270,0,175,86
14785,44846,1439,1312,127,1108,204,2.64,1.95,1312,38,642,466
14786,44847,1643,1444,199,1173,271,2.49,2.75,1444,19,595,578
14787,44849,934,881,53,746,135,2.67,2.29,881,22,401,345
14788,44850,35,9,26,0,9,-,3.22,9,0,0,0
14789,44851,2289,2088,201,1599,489,2.47,2.03,2088,114,1053,546
14790,44853,565,547,18,456,91,2.66,2.66,547,6,194,262
14791,44854,725,672,53,506,166,2.04,2.48,672,0,248,258
14792,44855,486,449,37,391,58,3.38,2.07,449,17,294,97
14793,44856,99,92,7,83,9,2.10,1.78,92,2,24,59
14794,44857,10711,9916,795,6853,3063,2.49,1.97,9916,655,4221,2632
14795,44859,849,849,0,849,0,2.83,-,849,0,560,289
14796,44861,71,71,0,51,20,1.29,5.05,71,11,42,9
14797,44864,1516,1255,261,1020,235,2.43,2.66,1255,43,520,500
14798,44865,1390,1142,248,863,279,2.76,2.44,1142,103,492,371
14799,44866,819,775,44,731,44,2.82,2.95,775,69,335,396
14800,44867,1031,980,51,723,257,2.84,2.25,980,30,420,303
14801,44870,19844,17030,2814,10325,6705,2.45,2.07,17030,1688,5932,4393
14802,44874,134,124,10,94,30,2.78,1.33,124,3,50,44
14803,44875,5976,5549,427,3898,1651,2.55,2.18,5549,334,2433,1465
14804,44878,1023,944,79,726,218,3.21,3.22,944,177,358,368
14805,44880,1072,1027,45,978,49,3.06,-,1027,114,775,203
14806,44881,27,27,0,19,8,4.21,2.25,27,0,3,16
14807,44882,1240,1093,147,892,201,2.29,2.29,1093,28,488,404
14808,44883,12578,11548,1030,7953,3595,2.32,2.05,11548,871,4233,3720
14809,44887,380,316,64,284,32,3.45,1.72,316,0,131,153
14810,44889,3043,2774,269,2329,445,2.63,2.36,2774,89,1471,858
14811,44890,4552,4062,490,2808,1254,2.60,2.60,4062,146,1661,1147
14812,44901,0,0,0,0,0,-,-,0,0,0,0
14813,44902,2521,1939,582,618,1321,1.85,2.91,1939,490,184,434
14814,44903,10927,9636,1291,6909,2727,2.43,2.88,9636,713,3912,2997
14815,44904,6302,6158,144,4553,1605,2.42,2.06,6158,404,2862,1691
14816,44905,5631,5175,456,3914,1261,2.12,2.52,5175,344,2127,1787
14817,44906,8352,7624,728,4555,3069,2.31,1.84,7624,811,2620,1935
14818,44907,7763,7148,615,3780,3368,2.16,2.14,7148,786,2376,1404
14819,45001,393,304,89,121,183,2.57,3.05,304,13,65,56
14820,45002,5473,4945,528,3873,1072,2.80,2.59,4945,136,2570,1303
14821,45003,262,211,51,153,58,2.55,2.03,211,6,83,70
14822,45005,13145,12328,817,8944,3384,2.62,2.24,12328,672,5982,2962
14823,45011,27687,25726,1961,18916,6810,2.87,2.48,25726,1526,13150,5766
14824,45013,21710,20307,1403,14644,5663,2.64,2.53,20307,848,9561,5083
14825,45014,20072,18753,1319,11766,6987,2.55,2.16,18753,846,7893,3873
14826,45015,5226,4892,334,2848,2044,2.23,2.68,4892,247,1627,1221
14827,45030,8921,8443,478,6815,1628,2.57,2.13,8443,281,4460,2355
14828,45032,295,267,28,184,83,2.41,2.55,267,2,111,73
14829,45033,189,177,12,149,28,2.90,-,177,5,23,126
14830,45034,462,427,35,379,48,2.43,2.88,427,0,313,66
14831,45036,14158,13068,1090,9356,3712,2.89,2.05,13068,435,6928,2428
14832,45039,11326,10825,501,9390,1435,2.60,2.53,10825,122,7445,1945
14833,45040,21260,20573,687,15736,4837,2.83,2.43,20573,296,11013,4723
14834,45041,130,130,0,130,0,-,-,130,0,0,130
14835,45042,12095,11315,780,7768,3547,2.49,2.44,11315,844,4760,3008
14836,45044,21842,19913,1929,12760,7153,2.81,2.52,19913,1363,9003,3757
14837,45050,4550,4406,144,3413,993,2.86,2.11,4406,133,2774,639
14838,45051,47,47,0,0,47,-,2.77,47,8,0,0
14839,45052,1679,1644,35,1453,191,2.53,2.27,1644,40,895,558
14840,45053,1213,1120,93,1079,41,3.28,4.17,1120,82,768,311
14841,45054,1239,1079,160,995,84,2.74,1.29,1079,6,766,229
14842,45055,49,49,0,40,9,2.68,4.67,49,0,18,22
14843,45056,9752,8413,1339,4109,4304,2.31,2.62,8413,501,2476,1633
14844,45062,288,277,11,250,27,2.48,3.19,277,26,107,143
14845,45064,1275,1231,44,1094,137,2.67,1.93,1231,28,704,390
14846,45065,2384,2133,251,1804,329,3.14,2.06,2133,30,1074,730
14847,45066,9578,9194,384,8128,1066,2.88,2.51,9194,129,5690,2438
14848,45067,5157,4897,260,3627,1270,2.90,3.44,4897,191,2745,882
14849,45068,4714,4475,239,3619,856,2.65,2.27,4475,129,2454,1165
14850,45069,21127,20251,876,15977,4274,2.80,2.21,20251,319,10979,4998
14851,45070,67,54,13,35,19,2.11,2.16,54,0,14,21
14852,45101,1026,798,228,473,325,2.71,1.88,798,88,140,333
14853,45102,9593,9190,403,6335,2855,2.69,2.34,9190,659,4547,1788
14854,45103,14446,13761,685,9434,4327,2.60,2.21,13761,548,6413,3021
14855,45105,62,62,0,0,62,-,-,62,0,0,0
14856,45106,4874,4444,430,3440,1004,2.59,2.56,4444,240,2154,1286
14857,45107,3874,3645,229,2552,1093,2.69,2.30,3645,168,1511,1041
14858,45111,143,143,0,138,5,2.37,1.80,143,0,85,53
14859,45112,45,13,32,11,2,2.91,2.50,13,1,4,7
14860,45113,1719,1573,146,1400,173,2.45,2.77,1573,58,895,505
14861,45115,121,121,0,80,41,2.03,1.93,121,32,40,40
14862,45118,1738,1384,354,1184,200,2.83,2.56,1384,51,886,298
14863,45119,0,0,0,0,0,-,-,0,0,0,0
14864,45120,1162,1067,95,668,399,2.53,2.38,1067,111,348,320
14865,45121,4040,3591,449,2480,1111,2.52,2.18,3591,483,1532,948
14866,45122,4543,4157,386,3526,631,2.77,2.70,4157,363,2524,1002
14867,45123,3878,3298,580,2166,1132,2.68,2.44,3298,254,1367,799
14868,45130,1596,1469,127,1197,272,2.98,1.89,1469,57,628,569
14869,45131,125,97,28,53,44,3.06,3.30,97,1,26,27
14870,45132,117,106,11,59,47,1.64,2.28,106,9,34,25
14871,45133,10660,9078,1582,6295,2783,2.63,2.29,9078,1044,3645,2650
14872,45135,2114,1975,139,1510,465,3.08,2.19,1975,73,1041,469
14873,45140,21821,21116,705,16437,4679,2.69,2.19,21116,538,11379,5058
14874,45142,1597,1518,79,1278,240,2.63,2.41,1518,46,895,383
14875,45144,1930,1517,413,1150,367,2.48,2.40,1517,99,593,557
14876,45146,463,425,38,325,100,2.96,3.16,425,1,235,90
14877,45147,82,82,0,58,24,3.47,1.63,82,0,52,6
14878,45148,685,662,23,505,157,2.79,2.19,662,7,280,225
14879,45150,13948,13560,388,10247,3313,2.56,2.00,13560,636,6886,3361
14880,45152,4993,4405,588,3905,500,3.19,2.40,4405,93,2732,1173
14881,45153,891,761,130,684,77,2.33,3.87,761,0,368,316
14882,45154,3325,3109,216,2184,925,2.95,2.42,3109,101,1283,901
14883,45155,179,150,29,115,35,3.62,2.09,150,8,49,66
14884,45156,30,18,12,18,0,4.33,-,18,3,8,10
14885,45157,3985,3821,164,3193,628,2.72,2.55,3821,180,2016,1177
14886,45158,335,297,38,232,65,2.56,3.60,297,12,87,145
14887,45159,1555,1454,101,1090,364,2.64,2.45,1454,103,720,370
14888,45160,361,316,45,70,246,2.69,1.77,316,124,45,25
14889,45162,1013,992,21,861,131,2.53,2.93,992,47,571,290
14890,45164,137,108,29,85,23,2.80,2.78,108,0,46,39
14891,45166,42,42,0,0,42,-,1.64,42,0,0,0
14892,45167,1762,1415,347,975,440,2.41,2.10,1415,91,515,460
14893,45168,575,545,30,433,112,2.33,2.57,545,10,234,199
14894,45169,1963,1750,213,1290,460,2.61,2.22,1750,96,731,559
14895,45171,2630,2144,486,1764,380,2.46,2.57,2144,114,1115,649
14896,45172,110,92,18,85,7,3.31,1.86,92,0,65,20
14897,45174,684,655,29,632,23,3.12,2.22,655,0,455,177
14898,45176,4190,3990,200,2759,1231,2.79,1.92,3990,183,1884,875
14899,45177,9720,9002,718,6098,2904,2.40,2.16,9002,451,3717,2381
14900,45202,11121,8867,2254,2125,6742,1.88,1.54,8867,1882,1574,551
14901,45203,1449,1293,156,400,893,1.84,2.21,1293,487,310,90
14902,45204,3479,2705,774,1123,1582,2.11,2.52,2705,430,632,491
14903,45205,8529,7080,1449,2557,4523,2.48,2.60,7080,1721,1153,1404
14904,45206,7385,6149,1236,2179,3970,1.84,1.48,6149,1562,1462,717
14905,45207,3073,2435,638,1171,1264,2.23,2.21,2435,603,796,375
14906,45208,8940,8426,514,5501,2925,2.47,1.55,8426,192,4085,1416
14907,45209,6586,6078,508,2319,3759,2.08,1.50,6078,357,1840,479
14908,45211,17384,15479,1905,7848,7631,2.55,2.19,15479,2383,5338,2510
14909,45212,10930,9756,1174,4245,5511,2.47,1.94,9756,1127,3046,1199
14910,45213,5893,5554,339,3309,2245,2.26,1.85,5554,328,2543,766
14911,45214,5379,4170,1209,920,3250,1.91,2.29,4170,1501,460,460
14912,45215,13959,12854,1105,7200,5654,2.54,2.19,12854,1187,4653,2547
14913,45216,4168,3612,556,1760,1852,2.43,2.61,3612,509,887,873
14914,45217,3081,2676,405,1654,1022,2.59,1.96,2676,418,970,684
14915,45218,1610,1503,107,1060,443,2.62,2.38,1503,106,704,356
14916,45219,7918,6761,1157,1148,5613,1.92,2.30,6761,1148,802,346
14917,45220,7216,6570,646,1918,4652,2.63,1.74,6570,1058,1320,598
14918,45223,6991,5652,1339,2390,3262,2.43,1.96,5652,995,1815,575
14919,45224,9934,9411,523,5555,3856,2.31,2.12,9411,1104,3839,1716
14920,45225,4905,4143,762,499,3644,2.19,2.31,4143,1787,202,297
14921,45226,3350,3036,314,1844,1192,2.32,1.41,3036,100,1209,635
14922,45227,9343,8712,631,4747,3965,2.36,1.88,8712,519,3221,1526
14923,45229,7798,6547,1251,2045,4502,2.34,1.97,6547,2329,1424,621
14924,45230,11972,11536,436,8514,3022,2.53,1.91,11536,586,6223,2291
14925,45231,18205,16877,1328,11971,4906,2.39,2.76,16877,1357,8242,3729
14926,45232,3334,3166,168,662,2504,2.24,2.63,3166,1069,344,318
14927,45233,5865,5583,282,4591,992,2.65,2.30,5583,289,2575,2016
14928,45236,12202,11371,831,7233,4138,2.30,1.72,11371,861,5133,2100
14929,45237,10601,9739,862,4795,4944,2.34,2.00,9739,1437,3231,1564
14930,45238,21213,19751,1462,11411,8340,2.64,2.16,19751,1905,8113,3298
14931,45239,12750,11945,805,7217,4728,2.61,2.16,11945,699,5340,1877
14932,45240,11025,10596,429,6302,4294,2.63,2.72,10596,548,4557,1745
14933,45241,10529,9900,629,7403,2497,2.44,2.00,9900,294,4668,2735
14934,45242,9376,8862,514,6860,2002,2.54,2.08,8862,303,4438,2422
14935,45243,6586,6167,419,5577,590,2.64,2.09,6167,78,3925,1652
14936,45244,10794,10376,418,8489,1887,2.83,2.17,10376,238,5957,2532
14937,45245,9030,8602,428,5408,3194,2.52,2.28,8602,339,3618,1790
14938,45246,6065,5705,360,3117,2588,2.44,2.22,5705,538,2104,1013
14939,45247,9744,9311,433,7522,1789,2.55,2.23,9311,359,4764,2758
14940,45248,9711,9420,291,8213,1207,2.54,2.51,9420,252,5583,2630
14941,45249,5795,5541,254,3609,1932,2.82,2.04,5541,176,2508,1101
